Location,Time,TPopulation1Jan,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,CBR,CDR,LEx,LExMale,LExFemale,LE15Male,LE15Female,LE65Male,LE65Female,LE80Male,LE80Female,IMR,LBsurvivingAge1,Q5,Q0040Male,Q0040Female,Q0060Male,Q0060Female,Q1550Male,Q1550Female,Q1560Male,Q1560Female,CNMR
United Kingdom,1981,56365.561,27433.662,28962.184,232.3293,94.7224,33.5118,0.107,730.019,12.945,11.676,73.9187,70.8502,76.8847,57.0794,62.8869,12.9677,16.9305,5.7227,7.4651,11.1048,722.941,13.0611,41.6759,26.1482,172.5783,106.2296,58.066,35.3308,157.8032,94.2847,-0.195
United Kingdom,1982,56426.132,27457.006,28993.127,232.5529,94.7018,33.7506,0.085,722.692,12.802,11.764,74.0411,71.0324,76.9442,57.2248,62.9268,12.9898,16.93,5.7073,7.4759,10.9106,715.811,12.7544,40.8451,25.9633,168.0843,104.2255,56.2935,34.4139,153.717,92.5078,-0.187
United Kingdom,1983,56474.134,27477.713,29023.899,232.765,94.6727,33.9809,0.097,725.889,12.846,11.688,74.2947,71.2725,77.2153,57.3978,63.1578,13.0915,17.0885,5.7693,7.5759,10.1922,719.443,11.9358,39.3456,24.9149,163.5863,101.5828,55.5949,33.3222,149.9766,90.3362,-0.185
United Kingdom,1984,56529.09,27504.542,29063.711,233.0395,94.6353,34.1678,0.138,734.114,12.976,11.424,74.6767,71.6778,77.5534,57.7583,63.4585,13.3791,17.3632,5.9475,7.8092,9.6802,727.93,11.4217,38.361,24.1857,158.288,99.219,54.1488,32.5679,145.2115,88.4422,-0.167
United Kingdom,1985,56607.415,27535.847,29107.197,233.3477,94.6015,34.3103,0.126,752.085,13.275,11.864,74.5378,71.6118,77.36,57.6663,63.2599,13.1809,17.0974,5.7569,7.5908,9.4042,745.934,11.2094,37.6615,23.8845,156.445,97.7869,53.3161,31.9679,143.6286,87.0099,-0.153
United Kingdom,1986,56678.674,27569.794,29152.114,233.6726,94.5722,34.4153,0.152,756.039,13.328,11.671,74.7958,71.8185,77.6717,57.8724,63.5353,13.3659,17.2936,5.899,7.7491,9.5112,749.784,11.1709,38.0234,23.2611,154.0342,94.7428,53.3256,31.5903,141.2789,84.4224,-0.132
United Kingdom,1987,56765.144,27616.418,29209.904,234.1027,94.5447,34.5065,0.215,774.597,13.628,11.36,75.1476,72.2112,77.9578,58.2409,63.8087,13.6508,17.5792,6.121,8.0114,9.2364,768.378,10.8673,37.8153,23.2031,149.9923,93.6654,52.3121,31.3578,137.518,83.5247,-0.115
United Kingdom,1988,56887.5,27674.743,29277.906,234.6231,94.5243,34.5923,0.229,785.035,13.782,11.41,75.2612,72.3402,78.0619,58.3706,63.8885,13.7449,17.6021,6.1312,8.001,9.0238,778.88,10.6656,38.2594,22.7746,147.2862,91.616,52.8332,31.3094,134.7708,81.7634,-0.085
United Kingdom,1989,57017.796,27733.756,29342.343,235.1317,94.5179,34.6818,0.204,778.138,13.633,11.535,75.3953,72.5791,78.083,58.5505,63.8729,13.7746,17.5167,6.0458,7.9037,8.4257,772.449,10.0641,37.5237,22.2592,142.3306,89.8454,51.9329,30.6117,130.512,80.3942,-0.056
United Kingdom,1990,57134.402,27798.722,29411.72,235.6851,94.5158,34.7754,0.266,794.465,13.885,11.215,75.7359,72.8411,78.504,58.7661,64.2568,14.0018,17.8499,6.2533,8.1775,8.0383,788.929,9.535,37.9313,21.4585,140.5306,87.103,52.6248,29.7874,129.2851,78.1199,-0.012
United Kingdom,1991,57286.483,27871.224,29488.23,236.299,94.5164,34.8693,0.254,788.863,13.754,11.266,75.9098,73.0805,78.6136,58.9485,64.3251,14.0827,17.8131,6.2484,8.1281,7.3476,783.847,8.8236,36.6941,20.9038,137.392,84.3632,51.9424,29.3409,126.8174,75.8401,0.057
United Kingdom,1992,57432.424,27945.575,29563.665,236.9161,94.5268,34.985,0.267,777.262,13.517,11.02,76.3063,73.5118,78.9624,59.278,64.5997,14.3027,18.0293,6.397,8.3199,6.5282,772.879,7.8211,34.6458,19.7309,132.0584,81.7525,50.3388,28.7972,122.7213,74.138,0.174
United Kingdom,1993,57586.056,28015.997,29631.466,237.4855,94.5481,35.1269,0.213,759.835,13.184,11.415,76.1627,73.441,78.7679,59.1862,64.3992,14.1628,17.8059,6.2162,8.0674,6.3282,755.683,7.6277,34.2419,19.6431,131.7039,81.8171,49.9209,28.7972,122.5985,74.2399,0.362
United Kingdom,1994,57708.869,28088.096,29697.804,238.0558,94.5797,35.2932,0.267,747.269,12.936,10.848,76.7221,73.9952,79.307,59.7157,64.9027,14.6084,18.2402,6.5057,8.3975,6.131,743.315,7.3052,34.2525,18.928,126.8896,79.0868,49.5598,28.7001,118.1034,71.9875,0.578
United Kingdom,1995,57862.931,28164.075,29766.289,238.6509,94.6174,35.4788,0.233,730.546,12.617,11.13,76.6164,73.9243,79.1863,59.6353,64.7818,14.5391,18.0995,6.3798,8.2414,6.1408,726.674,7.2104,34.571,19.0163,127.4132,79.6392,50.6901,28.7001,118.747,72.5256,0.842
United Kingdom,1996,57997.797,28244.141,29834.446,239.2615,94.6696,35.6727,0.278,729.681,12.571,10.929,76.8748,74.2187,79.4034,59.9291,64.9921,14.7945,18.266,6.497,8.3281,6.1661,725.798,7.2921,34.3488,19.232,125.6137,78.2484,50.3198,28.3504,116.9915,71.2355,1.142
United Kingdom,1997,58159.376,28338.462,29911.735,239.9685,94.7403,35.8794,0.312,723.36,12.428,10.79,77.1418,74.5658,79.5821,60.2409,65.1559,15.0137,18.3821,6.5952,8.3719,5.7903,719.748,6.862,33.3369,18.703,122.5328,76.6161,49.3221,27.9714,114.3296,69.7762,1.483
United Kingdom,1998,58341.019,28442.821,29995.5,240.7435,94.8236,36.0989,0.333,713.633,12.224,10.751,77.277,74.7141,79.7145,60.3822,65.2718,15.1473,18.4644,6.6586,8.3993,5.6784,710.14,6.7847,33.2791,18.2523,121.7252,75.8316,49.4362,27.7186,113.6296,69.1993,1.861
